ID,样点,样方,纬度,经度,总穗数(万/ha),穗粒数,千粒重(g),含水量(%),实际产量(kg/ha),实际产量(kg/ha)去除水分,理论产量(kg/ha),理论产量(kg/ha)*0.85
1,1,1,"32.28211115	","119.82182918	",436,32.8,46.388,12.8,5612.6,4894.1872,6633.855 ,5638.777 
2,1,2,"32.28204356	","119.82209905	",342,42.25,43.778,12,6315.5,5557.64,6325.702 ,5376.847 
3,1,3,"32.28184543	","119.82230135	",309,56.05,41.118,14.3,5898.5,5055.0145,7121.411 ,6053.200 
,1,,,,362.3333333,43.7,43.76133333,13.03333333,5942.2,5168.947233,6693.656222,5689.608 
4,2,1,"32.13142885	","119.56085854	",387,41.55,40.796,14.1,5144.3,4418.9537,6559.936 ,5575.945 
5,2,2,"32.13156034	","119.56096853	",379,39.9,37.696,11.4,5068.9,4491.0454,5700.427 ,4845.363 
6,2,3,"32.13162653	","119.56115301	",296,45.15,36.276,11.5,4661.9,4125.7815,4848.070 ,4120.859 
,2,,,,354,42.2,38.256,11.45,4958.366667,4345.2602,5702.810722,4847.389114
7,3,1,"32.22291686	","119.16888985	",396,45.05,37.238,11.3,5558.1,4930.0347,6643.185 ,5646.707 
8,3,2,"32.22299175	","119.16880101	",477,34.45,37.128,14.2,6121.8,5252.5044,6101.114 ,5185.947 
9,3,3,"32.22324268	","119.16911318	",303,33.9,37.088,11.5,3970.6,3513.981,3809.568 ,3238.133 
,3,,,,392,37.8,37.15133333,12.33333333,5216.833333,4565.5067,5517.955704,4690.262348
10,4,1,"31.83326943	","118.86528052	",391,46.25,44.818,12.3,6019,5278.663,8104.775 ,6889.059 
11,4,2,"31.83327457	","118.86511996	",381,42.3,38.548,12.1,6252.5,5495.9475,6212.511 ,5280.635 
12,4,3,"31.83326347	","118.86490221	",417,43.8,38.908,11.5,6678.8,5910.738,7106.391 ,6040.432 
,4,,,,396.3333333,44.11666667,40.758,11.96666667,6316.766667,5561.782833,7141.225656,6070.041807
13,5,1,"31.81681588	","119.09200369	",410,35.9,42.626,12.1,6269.4,5510.8026,6274.121 ,5333.003 
14,5,2,"31.81665791	","119.09200297	",317,34.3,45.396,11.3,5133.7,4553.5919,4935.952 ,4195.560 
15,5,3,"31.81657901	","119.09200991	",408,33.35,46.836,12.1,5945.6,5226.1824,6372.881 ,5416.949 
,5,,,,378.3333333,34.51666667,44.95266667,11.7,5782.9,5096.858967,5860.984755,4981.837041
16,6,1,"31.51436045	","119.10974814	",395,43.3,39.598,12.5,6605.8,5780.075,6772.644 ,5756.747 
17,6,2,"31.51470530	","119.10968288	",576,48.5,41.678,12,9088.2,7997.616,11643.166 ,9896.691 
18,6,3,"31.51515861	","119.10950062	",422,45.4,42.358,12.5,7985,6986.875,8115.285 ,6897.992 
,6,,,,464.3333333,45.73333333,41.21133333,#DIV/0!,7893,6921.522,8843.698171,7517.143446
19,7,1,"31.54867534	","119.43429660	",410,48.05,42.376,14.2,6836.2,5865.4596,8348.284 ,7096.041 
20,7,2,"31.54870976	","119.43418060	",406,37.45,43.606,12,4663.8,4104.144,6630.161 ,5635.637 
21,7,3,"31.54873360	","119.43405434	",427,33.55,42.728,13.8,4888.3,4213.7146,6121.149 ,5202.977 
,7,,,,414.3333333,39.68333333,42.90333333,13.33333333,5462.766667,4727.772733,7033.198183,5978.218456
22,8,1,"31.53380833	","121.07761835	",344,34.45,49.606,14.1,4271.8,3669.4762,5878.708 ,4996.902 
23,8,2,"31.53402980	","121.07740061	",372,41.75,47.396,13.7,5958.9,5142.5307,7361.073 ,6256.912 
24,8,3,"31.53429848	","121.07733491	",436,40.5,46.516,11.9,7401.6,6520.8096,8213.795 ,6981.726 
,8,,,,384,38.9,47.83933333,13.23333333,5877.433333,5110.938833,7151.191963,6078.513168
25,9,1,"31.57329795	","120.98159426	",295,34.4,52.166,12.8,5193.8,4528.9936,5293.806 ,4499.735 
26,9,2,"31.57330456	","120.98180045	",325,36.25,52.636,11.1,6147.8,5465.3942,6201.179 ,5271.002 
27,9,3,"31.57333794	","120.98199556	",351,38.25,51.196,11.8,6075.4,5358.5028,6873.447 ,5842.430 
,9,,,,323.6666667,36.3,51.99933333,11.9,5805.666667,5117.6302,6122.810467,5204.388897
28,10,1,"31.86277007	","120.77433994	",394,36.6,47.208,11.8,6781.6,5981.3712,6807.582 ,5786.445 
29,10,2,"31.86286738	","120.77444858	",380,39.3,47.638,14.8,7035.6,5994.3312,7114.259 ,6047.120 
30,10,3,"31.86286269	","120.77470427	",424,38.1,48.878,13.3,7463.2,6470.5944,7895.948 ,6711.555 
,10,,,,399.3333333,38,47.908,13.3,7093.466667,6148.7656,7272.596328,6181.706879
31,11,1,"31.86573203	","120.69160801	",384,35.7,43.118,11.7,5537.1,4889.2593,5910.960 ,5024.316 
32,11,2,"31.86564647	","120.69141078	",313,36.15,46.378,14.1,4844.4,4161.3396,5247.648 ,4460.500 
33,11,3,"31.86543562	","120.69172871	",317,39.75,47.238,12,4972.6,4375.888,5952.342 ,5059.491 
,11,,,,338,37.2,45.578,12.9,5118.033333,4475.495633,5703.65006,4848.102551
34,12,1,"31.75585639	","120.56237198	",655,39.25,38.488,11.5,7254.8,6420.498,9894.784 ,8410.566 
35,12,2,"31.75609604	","120.56241952	",334,36.05,45.058,14.7,5119.2,4366.6776,5425.299 ,4611.504 
36,12,3,"31.75611717	","120.56206851	",380,39.6,42.468,11.6,4432.5,3918.33,6390.585 ,5431.997 
,12,,,,456.3333333,38.3,42.00466667,12.6,5602.166667,4901.8352,7236.888982,6151.355635
178,60,1,"34.43466525	","119.41851664	",529,26.75,42.748,12.2,5583.7,4902.4886,6049.163 ,5141.788 
179,60,2,"34.43474579	","119.41792188	",298,22.3,43.908,12.7,4382.5,3825.9225,2917.862 ,2480.183 
180,60,3,"34.43464508	","119.41751824	",390,37,42.748,11.6,5385.1,4760.4284,6168.536 ,5243.256 
,60,,,,405.6666667,28.68333333,43.13466667,12.16666667,5117.1,4496.279833,5045.187081,4288.409019
175,59,1,"33.54365283	","119.20858291	",465,41.3,41.518,12.7,7888.6,6886.7478,7973.324 ,6777.326 
176,59,2,"33.54391003	","119.20832319	",461,34.6,44.638,12.7,5766.8,5034.4164,7120.029 ,6052.025 
177,59,3,"33.54442996	","119.20805521	",527,42.35,39.368,12,7984.4,7026.272,8786.327 ,7468.378 
,59,,,,484.3333333,39.41666667,41.84133333,12.46666667,7213.266667,6315.812067,7959.893511,6765.909485
145,49,1,"32.19934261	","120.43183301	",480,34.3,51.968,13.6,6662.7,5756.5728,8556.012 ,7272.610 
146,49,2,"32.19920713	","120.43171796	",358,34.15,47.668,12.3,8199.4,7190.8738,5827.747 ,4953.585 
147,49,3,"32.19902397	","120.43163943	",424,42.35,50.408,12.4,6978.6,6113.2536,9051.462 ,7693.743 
,49,,,,420.6666667,36.93333333,50.01466667,12.76666667,7280.233333,6353.566733,7811.740103,6639.979087
148,50,1,"32.34053786	","120.42447365	",418,48.35,35.688,12.2,5484.5,4815.391,7212.652 ,6130.754 
149,50,2,"32.34076687	","120.42456513	",427,44.15,36.928,13.1,5825,5061.925,6961.685 ,5917.432 
150,50,3,"32.34104470	","120.42478339	",471,44.4,36.768,12.2,5419,4757.882,7689.071 ,6535.711 
,50,,,,438.6666667,45.63333333,36.46133333,12.5,5576.166667,4878.399333,7287.802707,6194.632301
151,51,1,"32.16091925	","120.56985036	",513,38.35,40.828,14,8007,6886.02,8032.317 ,6827.469 
152,51,2,"32.16105967	","120.56963134	",432,42.5,41.258,14.2,7369.7,6323.2026,7574.969 ,6438.723 
153,51,3,"32.16114329	","120.56941863	",602,43.25,38.118,14.1,9498.8,8159.4692,9924.593 ,8435.904 
,51,,,,515.6666667,41.36666667,40.068,14.1,8291.833333,7122.897267,8510.626288,7234.032345
154,52,1,"32.29343121	","120.63955189	",487,52.85,45.988,13.5,8106.8,7012.382,11836.368 ,10060.913 
155,52,2,"32.29358599	","120.63969082	",417,33.9,52.038,13.5,6124.8,5297.952,7356.248 ,6252.811 
156,52,3,"32.29397981	","120.63961324	",430,33.95,53.148,12,6749.5,5939.56,7758.811 ,6594.989 
,52,,,,444.6666667,40.23333333,50.39133333,13,6993.7,6083.298,8983.809007,7636.237656
157,53,1,"32.34919849	","120.71763757	",293,35.95,49.088,15.9,4990.3,4196.8423,5170.611 ,4395.019 
158,53,2,"32.34945099	","120.71762212	",437,35.2,52.358,12.3,6826.2,5986.5774,8053.917 ,6845.829 
159,53,3,"32.34962377	","120.71760625	",519,28.6,51.618,12.1,7205.3,6333.4587,7661.866 ,6512.586 
,53,,,,416.3333333,33.25,51.02133333,13.43333333,6340.6,5505.626133,6962.131351,5917.811648
37,13,1,33.49549698,118.1325784,760,32.9,45.018,15.4,10205,8633.43,11256.301 ,9567.856 
38,13,2,33.49562907,118.1324714,589,32,47.538,15.5,7992.9,6754.0005,8959.962 ,7615.968 
39,13,3,33.49575376,118.1323882,700,26.4,48.298,14.7,8361.1,7132.0183,8925.470 ,7586.650 
,13,,,,683,30.43333333,46.95133333,15.2,8853,7506.482933,9713.91112,8256.824452
40,14,1,33.77689006,118.0631862,623,27,48.228,12.6,7336.1,6411.7514,8112.432 ,6895.567 
41,14,2,33.77677313,118.0630893,751,26.6,46.508,13.6,9081.8,7846.6752,9290.717 ,7897.110 
42,14,3,33.77673265,118.0630013,836,30.65,45.988,13.1,9480.6,8238.6414,11783.689 ,10016.136 
,14,,,,736.6666667,28.08333333,46.908,13.1,8632.833333,7499.022667,9728.946067,8269.604157
43,15,1,33.78959144,117.7901289,651,29.8,48.748,12.1,8324.8,7317.4992,9457.015 ,8038.462 
44,15,2,33.78967293,117.790041,670,30.1,46.778,11.9,8657.8,7627.5218,9433.719 ,8018.661 
45,15,3,33.78976329,117.7899378,700,28.5,45.408,11.8,8611.7,7595.5194,9058.896 ,7700.062 
,15,,,,673.6666667,29.46666667,46.978,11.93333333,8531.433333,7513.513467,9316.543255,7919.061766
46,16,1,33.96936572,117.8608209,646,37.25,44.108,12.4,9571.3,8384.4588,10613.929 ,9021.839 
47,16,2,33.96926918,117.8609069,653,35.3,46.808,12.4,10457.9,9161.1204,10789.665 ,9171.215 
48,16,3,33.96919707,117.8610187,685,33.35,44.858,12.3,10109.1,8865.6807,10247.698 ,8710.543 
,16,,,,661.3333333,35.3,45.258,12.4,10046.1,8803.7533,10550.4306,8967.866012
49,17,1,33.97861825,117.7124696,632,34.8,44.638,12.5,8733.1,7641.4625,9817.503 ,8344.878 
50,17,2,33.97856731,117.712355,592,36.2,45.508,13.1,8697.6,7558.2144,9752.546 ,8289.664 
51,17,3,33.97850433,117.7121985,612,30.3,47.118,12.9,8280.6,7212.4026,8737.373 ,7426.767 
,17,,,,612,33.76666667,45.75466667,12.83333333,8570.433333,7470.693167,9435.807683,8020.43653
52,18,1,34.13933087,117.7110304,767,36.65,42.448,12.2,10665.1,9363.9578,11932.366 ,10142.511 
53,18,2,34.13926162,117.7111333,751,32.6,43.148,12.2,10288.5,9033.303,10563.752 ,8979.189 
54,18,3,34.13920777,117.7112264,640,34.65,45.468,12,9995.8,8796.304,10082.984 ,8570.536 
,18,,,,719.3333333,34.63333333,43.688,12.1,10316.46667,9064.5216,10859.70073,9230.745621
55,19,1,34.29085963,117.5310218,712,38.95,44.426,13,10434.9,9078.363,12320.396 ,10472.337 
56,19,2,34.29098216,117.5308606,527,34.5,44.086,12.5,7735.3,6768.3875,8015.496 ,6813.172 
57,19,3,34.29106241,117.5307569,733,33.05,44.396,12.8,10731.9,9358.2168,10755.220 ,9141.937 
,19,,,,657.3333333,35.5,44.30266667,12.5,9634.033333,8401.655767,10363.7039,8809.148312
58,20,1,34.27378613,118.1149586,520,45.6,18.086,11.2,6793.2,6032.3616,4288.552 ,3645.269 
59,20,2,34.27382981,118.1151482,598,29.5,22.616,11.5,8809.4,7796.319,3989.689 ,3391.235 
60,20,3,34.27389701,118.1152737,686,34.25,24.696,12,10301.4,9065.232,5802.449 ,4932.081 
,20,,,,601.3333333,36.45,21.79933333,11.56666667,8634.666667,7631.3042,4693.563187,3989.528709
61,21,1,34.24027318,118.5383681,627,32.4,27.906,13.1,8642.2,7510.0718,5669.048 ,4818.691 
62,21,2,34.24031177,118.538453,790,31.8,23.226,13,8917.3,7758.051,5834.836 ,4959.610 
63,21,3,34.24037852,118.5385507,725,44.9,22.716,13.2,8628,7489.104,7394.626 ,6285.432 
,21,,,,714,36.36666667,24.616,13.1,8729.166667,7585.742267,6299.503236,5354.577751
64,22,1,34.09992467,118.6098639,535,44.9,40.618,11.6,7935.6,7015.0704,9757.053 ,8293.495 
65,22,2,34.09975838,118.6097846,511,41.1,40.738,11.3,5710,5064.77,8555.835 ,7272.460 
66,22,3,34.09966768,118.6096939,510,43.6,40.738,12.1,7041.4,6189.3906,9058.502 ,7699.726 
,22,,,,518.6666667,43.2,40.698,11.45,6895.666667,6089.743667,9123.796683,7755.22718
67,23,1,33.88356286,118.5556737,489,37.25,48.358,11.9,7806.4,6877.4384,8808.531 ,7487.251 
68,23,2,33.88371247,118.555822,451,20.65,48.218,11.9,7299.6,6430.9476,4490.615 ,3817.022 
69,23,3,33.88374834,118.5559614,503,35.3,48.218,12.1,7668,6740.172,8561.540 ,7277.309 
,23,,,,481,31.06666667,48.26466667,11.96666667,7591.333333,6682.852667,7286.895041,6193.860785
70,24,1,33.70127112,118.4627078,642,44,48.148,12.9,10201.4,8885.4194,13600.847 ,11560.720 
71,24,2,33.70118506,118.462885,635,53.9,44.258,12.3,10464.5,9177.3665,15147.964 ,12875.770 
72,24,3,33.7010985,118.4629873,653,37.8,45.558,12.6,11683.5,10211.379,11245.263 ,9558.474 
,24,,,,643.3333333,45.23333333,45.988,12.6,10783.13333,9424.721633,13331.35826,11331.65452
73,25,1,33.55932785,118.640602,331,56.7,49.848,13.6,8808.8,7610.8032,9355.323 ,7952.025 
74,25,2,33.55937708,118.6406317,532,46.85,45.498,14.1,8383.3,7201.2547,11340.013 ,9639.011 
75,25,3,33.55921826,118.6405173,367,56.05,49.958,14.5,9333.5,7980.1425,10276.535 ,8735.055 
,25,,,,410,53.2,48.43466667,14.06666667,8841.866667,7597.400133,10323.95702,8775.363468
76,26,1,33.74318743,118.9428592,851,31.65,51.208,12.9,8135.1,7085.6721,13792.440 ,11723.574 
77,26,2,33.74312279,118.9429546,659,22.65,49.868,13,6976.8,6069.816,7443.472 ,6326.951 
78,26,3,33.74302787,118.9430691,555,27.7,52.698,12.4,6973.4,6108.6984,8101.527 ,6886.298 
,26,,,,688.3333333,27.33333333,51.258,12.76666667,7361.766667,6421.3955,9779.14626,8312.274321
79,27,1,33.93091352,119.0522154,640,32.6,39.808,15.1,7456.9,6330.9081,8305.541 ,7059.710 
80,27,2,33.93094319,119.0517785,692,31.9,37.848,15.2,7148,6061.504,8354.870 ,7101.640 
81,27,3,33.93102726,119.052083,705,32.9,36.658,16.5,7802.2,6514.837,8502.640 ,7227.244 
,27,,,,679,32.46666667,38.10466667,15.6,7469.033333,6302.416367,8387.683745,7129.531183
82,28,1,34.28172665,118.9123734,685,35.5,41.378,12.1,9762.2,8580.9738,10062.095 ,8552.781 
83,28,2,34.28181797,118.9124845,517,35.9,44.288,12,8298.8,7302.944,8219.986 ,6986.988 
84,28,3,34.28191598,118.9125791,873,28.9,44.138,13,8510.3,7403.961,11135.885 ,9465.502 
,28,,,,691.6666667,33.43333333,43.268,12.36666667,8857.1,7762.626267,9805.9886,8335.09031
85,29,1,34.46238007,118.7717956,853,39.95,33.188,14.6,9868.6,8427.7844,11309.591 ,9613.152 
86,29,2,34.46247276,118.7718571,831,36,35.468,15.8,9783.8,8237.9596,10610.607 ,9019.016 
87,29,3,34.46258403,118.7719444,840,38.25,34.388,16.4,8864.4,7410.6384,11048.864 ,9391.535 
,29,,,,841.3333333,38.06666667,34.348,15.6,9505.6,8025.4608,10989.6874,9341.234289
88,30,1,34.19655289,119.3386761,560,37.3,40.848,12.8,7068.9,6164.0808,8532.330 ,7252.481 
89,30,2,34.1966459,119.3388005,545,38.1,41.988,12.6,6439.7,5628.2978,8718.598 ,7410.809 
90,30,3,34.19672738,119.3388737,555,25.45,42.488,12.5,6267.7,5484.2375,6001.324 ,5101.125 
,30,,,,553.3333333,33.61666667,41.77466667,12.63333333,6592.1,5758.872033,7750.75076,6588.138146
91,31,1,34.17511398,119.655197,723,38.85,39.468,13,7771.1,6760.857,11085.989 ,9423.091 
92,31,2,34.1752831,119.6553007,821,31.8,42.468,12.4,6870.9,6018.9084,11087.461 ,9424.341 
93,31,3,34.17543362,119.655287,600,40.05,41.388,12.9,6915.2,6023.1392,9945.536 ,8453.706 
,31,,,,714.6666667,36.9,41.108,12.76666667,7185.733333,6267.634867,10706.32861,9100.379315
94,32,1,"32.62124788	","119.34990614	",480,39.4,43.718,11.8,8045.1,7095.7782,8267.948 ,7027.756 
95,32,2,"32.62104005	","119.35008525	",525,39.1,43.488,11.9,8059,7099.979,8926.999 ,7587.949 
96,32,3,"32.62080430	","119.35009025	",633,43.3,42.698,11.2,9165,8138.52,11703.052 ,9947.594 
,32,,,,546,40.6,43.30133333,11.63333333,8423.033333,7444.759067,9632.666494,8187.76652
97,33,1,"33.06962684	","118.62343160	",614,41.8,42.056,11.1,9217.3,8194.1797,10793.757 ,9174.693 
98,33,2,"33.06956424	","118.62324888	",595,41.3,42.046,11.5,9812.8,8684.328,10332.174 ,8782.348 
99,33,3,"33.06944685	","118.62302991	",569,37.7,43.036,11.5,8796.9,7785.2565,9231.781 ,7847.014 
,33,,,,592.6666667,40.26666667,42.37933333,11.36666667,9275.666667,8221.254733,10119.23726,8601.351674
100,34,1,"33.12998646	","118.99122088	",706,40.2,42.538,13.7,10481.6,9045.6208,12072.795 ,10261.876 
101,34,2,"33.13018587	","118.99133992	",708,36.95,43.548,13.8,10140.3,8740.9386,11392.418 ,9683.555 
102,34,3,"33.13033392	","118.99149203	",723,37.75,44.238,12.2,7353.5,6456.373,12073.988 ,10262.890 
,34,,,,712.3333333,38.3,43.44133333,13.23333333,9325.133333,8080.977467,11846.40029,10069.44025
103,35,1,"33.30043663	","119.31465529	",332,44.6,36.788,12.3,5425.2,4757.9004,5447.273 ,4630.182 
104,35,2,"33.30054085	","119.31445144	",419,44.95,30.338,11.8,5217.5,4601.835,5713.874 ,4856.793 
105,35,3,"33.30063044	","119.31425264	",387,48.8,35.268,11.2,5375.5,4773.444,6660.573 ,5661.487 
,35,,,,379.3333333,46.11666667,34.13133333,11.5,5339.4,4711.0598,5940.573411,5049.487399
106,36,1,"31.96417975	","121.32994179	",543,32.9,45.508,10.6,8099.8,7241.2212,8129.868 ,6910.388 
107,36,2,"31.96390115	","121.33003751	",485,33.6,46.328,11.5,7483.6,6622.986,7549.611 ,6417.169 
108,36,3,"31.96371795	","121.33031771	",464,34.95,46.448,11.3,7381.4,6547.3018,7532.379 ,6402.522 
,36,,,,497.3333333,33.81666667,46.09466667,11.13333333,7654.933333,6803.836333,7737.28594,6576.693049
109,37,1,"32.19604368	","121.05036205	",534,27,32.746,14.2,4663.5,4001.283,4721.318 ,4013.121 
110,37,2,"32.19574526	","121.05042397	",371,33.15,30.258,16.2,3766.1,3155.9918,3721.326 ,3163.127 
111,37,3,"32.19534514	","121.05041257	",474,29.6,34.498,14,4783.2,4113.552,4840.207 ,4114.176 
,37,,,,459.6666667,29.91666667,32.50066667,14.8,4404.266667,3756.942267,4427.617063,3763.474504
112,38,1,"32.38372473	","120.96358973	",324,46.1,42.208,11.6,6519.7,5763.4148,6304.356 ,5358.702 
113,38,2,"32.38354021	","120.96364720	",405,47.55,42.748,12.5,6336.9,5544.7875,8232.303 ,6997.458 
114,38,3,"32.38338306	","120.96344387	",413,36.15,47.078,13.6,6586.9,5691.0816,7028.722 ,5974.414 
,38,,,,380.6666667,43.26666667,44.01133333,12.56666667,6481.166667,5666.427967,7188.460181,6110.191154
115,39,1,"33.36279190	","120.52149409	",432,40.3,46.848,12.1,7274.2,6394.0218,8156.049 ,6932.642 
116,39,2,"33.36316129	","120.52141772	",493,38.25,51.958,12,8072.1,7103.448,9797.850 ,8328.172 
117,39,3,"33.36315750	","120.52109082	",476,36.05,49.378,14.2,8046.6,6903.9828,8473.166 ,7202.191 
,39,,,,467,38.2,49.39466667,12.76666667,7797.633333,6800.4842,8809.021802,7487.668532
118,40,1,"33.44299241	","120.32180575	",650,30.55,37.268,11.5,6203,5489.655,7400.493 ,6290.419 
119,40,2,"33.44281744	","120.32173601	",571,33.75,43.588,12.6,7200.2,6292.9748,8399.952 ,7139.960 
120,40,3,"33.44260400	","120.32170508	",578,31.9,40.818,12,6710.5,5905.24,7526.104 ,6397.189 
,40,,,,599.6666667,32.06666667,40.558,11.5,6704.566667,5895.9566,7775.516675,6609.189174
121,41,1,"33.71525508	","120.15893427	",593,33.85,44.286,12.1,6907.3,6071.5167,8889.551 ,7556.118 
122,41,2,"33.71537814	","120.15899264	",512,34.75,41.446,12.2,6897,6055.566,7374.072 ,6267.961 
123,41,3,"33.71560261	","120.15906905	",456,34.25,46.426,11.4,6568.9,5820.0454,7250.813 ,6163.191 
,41,,,,520.3333333,34.28333333,44.05266667,11.9,6791.066667,5982.376033,7838.145308,6662.423512
124,42,1,"33.96800376	","119.93789364	",774,28.5,40.648,13,8857.5,7706.025,8966.542 ,7621.561 
125,42,2,"33.96817700	","119.93791835	",674,26.6,40.328,14,6293,5411.98,7230.165 ,6145.640 
126,42,3,"33.96832067	","119.93815455	",620,28.45,39.138,11.9,5762.3,5076.5863,6903.552 ,5868.019 
,42,,,,689.3333333,27.85,40.038,12.95,6970.933333,6064.863767,7700.086431,6545.073466
127,43,1,"33.62233290	","119.76015768	",594,27.95,40.168,11.4,5312,4706.432,6668.812 ,5668.490 
128,43,2,"33.62247328	","119.76028176	",555,25.6,37.088,14.2,4913.7,4215.9546,5269.463 ,4479.044 
129,43,3,"33.62263213	","119.76038012	",494,29.75,39.948,12.1,5835.1,5129.0529,5870.958 ,4990.314 
,43,,,,547.6666667,27.76666667,39.068,12.8,5353.6,4683.813167,5936.410908,5045.949272
130,44,1,"30.86018879	","120.54588076	",378,55.45,45.908,13.4,6180.8,5352.5728,9622.363 ,8179.008 
131,44,2,"30.86000697	","120.54610508	",398,40,48.168,11.9,6799.8,5990.6238,7668.346 ,6518.094 
132,44,3,"30.85985961	","120.54628664	",435,38.45,47.578,12.7,7298.7,6371.7651,7957.777 ,6764.111 
,44,,,,403.6666667,44.63333333,47.218,12.66666667,6759.766667,5904.987233,8416.161881,7153.737599
133,45,1,"30.94253064	","120.56912056	",411,41.5,39.708,12.1,5445.4,4786.5066,6772.795 ,5756.876 
134,45,2,"30.94254746	","120.56896766	",320,44.25,38.498,11.5,5033.4,4454.559,5451.317 ,4633.619 
135,45,3,"30.94275261	","120.56882518	",412,47.25,39.998,12.3,6712.3,5886.6871,7786.411 ,6618.449 
,45,,,,381,44.33333333,39.40133333,11.96666667,5730.366667,5042.584233,6670.17416,5669.648036
136,46,1,"30.90388004	","120.69850155	",347,37.25,38.388,12.3,4710,4130.67,4961.937 ,4217.646 
137,46,2,"30.90375200	","120.69834730	",351,32.3,40.878,10.9,5265.4,4691.4714,4634.461 ,3939.292 
138,46,3,"30.90360332	","120.69821256	",347,44.85,39.028,11.5,4189.4,3707.619,6073.908 ,5162.822 
,46,,,,348.3333333,38.13333333,39.43133333,11.56666667,4721.6,4176.5868,5223.43551,4439.920184
139,47,1,"31.02470920	","120.65675907	",491,25.35,46.418,13.7,5621.7,4851.5271,5777.579 ,4910.942 
140,47,2,"31.02490409	","120.65665794	",463,35.9,46.078,14.8,5500.6,4686.5112,7658.947 ,6510.105 
141,47,3,"31.02506150	","120.65659525	",343,43.4,47.808,13.5,4890.1,4229.9365,7116.794 ,6049.275 
,47,,,,432.3333333,34.88333333,46.768,14,5337.466667,4589.324933,6851.106752,5823.440739
142,48,1,"31.18150635	","120.73717678	",327,35.8,36.988,12.6,3818.9,3337.7186,4330.037 ,3680.532 
143,48,2,"31.18152972	","120.73697215	",255,34.25,40.898,13.6,3283.2,2836.6848,3571.929 ,3036.140 
144,48,3,"31.18172209	","120.73684136	",398,29.25,41.978,11.6,4028.2,3560.9288,4886.869 ,4153.839 
,48,,,,326.6666667,33.1,39.95466667,12.6,3710.1,3245.110733,4262.945051,3623.503293
160,54,1,"33.10102291	","119.67724629	",515,33.6,35.148,13.7,5328.5,4598.4955,6082.010 ,5169.708 
161,54,2,"33.10107701	","119.67707006	",470,39.35,29.148,13.8,4752.4,4096.5688,5390.777 ,4582.160 
162,54,3,"33.10103967	","119.67685041	",609,33.75,28.098,13.8,5418.7,4670.9194,5775.193 ,4908.914 
,54,,,,531.3333333,35.56666667,30.798,13.76666667,5166.533333,4455.3279,5749.326485,4886.927512
163,55,1,"33.11053131	","120.24939015	",481,32.2,46.068,11.5,6906.8,6112.518,7135.104 ,6064.838 
164,55,2,"33.11038049	","120.24966373	",475,36.85,45.228,13.9,6349.8,5467.1778,7916.596 ,6729.107 
165,55,3,"33.11025230	","120.24995003	",420,33.95,46.928,12.4,6696.9,5866.4844,6691.464 ,5687.744 
,55,,,,458.6666667,34.33333333,46.07466667,12.6,6651.166667,5815.3934,7247.721182,6160.563005
166,56,1,"32.84378502	","120.10624842	",650,40.15,42.148,13.4,8750,7577.5,10999.574 ,9349.638 
167,56,2,"32.84387543	","120.10601521	",468,43.75,39.018,12.1,7472.9,6568.6791,7988.936 ,6790.595 
168,56,3,"32.84405439	","120.10588848	",522,46.4,39.868,15.8,8267.4,6961.1508,9656.349 ,8207.896 
,56,,,,546.6666667,43.43333333,40.34466667,13.76666667,8163.433333,7035.776633,9548.286115,8116.043197
169,57,1,"32.79617553	","119.99843476	",402,38.5,49.878,12,7164,6304.32,7719.618 ,6561.675 
170,57,2,"32.79635786	","119.99824715	",409,35.6,49.388,11.1,6785.3,6032.1317,7191.090 ,6112.427 
171,57,3,"32.79647220	","119.99806877	",385,39.3,49.268,10.9,6175.8,5502.6378,7454.495 ,6336.321 
,57,,,,398.6666667,37.8,49.51133333,11.33333333,6708.366667,5946.363167,7455.067717,6336.80756
172,58,1,"32.72330373	","119.97867678	",419,39.05,46.438,15.4,6815.6,5765.9976,7598.162 ,6458.438 
173,58,2,"32.72310151	","119.97887175	",608,49.75,44.088,12.8,8240.4,7185.6288,13335.738 ,11335.378 
174,58,3,"32.72290191	","119.97906431	",580,38.6,42.838,12.5,8450,7393.75,9590.571 ,8151.986 
,58,,,,535.6666667,42.46666667,44.45466667,13.56666667,7835.333333,6781.792133,10174.82401,8648.600406
175,57,1,33.54365283,119.2085829,465,41.3,41.518,12.7,7888.6,6886.7478,7973.324 ,6777.326 
176,57,2,33.54391003,119.2083232,461,34.6,44.638,12.7,5766.8,5034.4164,7120.029 ,6052.025 
177,57,3,33.54442996,119.2080552,527,42.35,39.368,12,7984.4,7026.272,8786.327 ,7468.378 
,57,,,,484.3333333,39.41666667,41.84133333,12.46666667,7213.266667,6315.812067,7959.893511,6765.909485
178,58,1,34.43466525,119.4185166,529,26.75,42.748,12.2,5583.7,4902.4886,6049.163 ,5141.788 
179,58,2,34.43474579,119.4179219,298,22.3,43.908,12.7,4382.5,3825.9225,2917.862 ,2480.183 
180,58,3,34.43464508,119.4175182,390,37,42.748,11.6,5385.1,4760.4284,6168.536 ,5243.256 
,58,,,,405.6666667,28.68333333,43.13466667,12.16666667,5117.1,4496.279833,5045.187081,4288.409019
